x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
-0.1572,0.7499,-0.3910,-0.0079,0.0375,0.0375,0.0000,-0.1572,0.7499,0.0000,0.7499,-0.3910
-0.2082,0.8192,-0.4150,-0.0104,0.0410,0.0410,0.0000,-0.2082,0.8192,0.0000,0.8192,-0.4150
-0.2823,1.1194,-0.3226,-0.0141,0.0560,0.0560,0.0000,-0.2823,1.1194,0.0000,1.1194,0.0000
-0.3567,1.3010,-0.1850,-0.0178,0.0651,0.0651,0.0000,-0.3567,1.3010,0.0000,1.3010,-0.1850
-0.3869,1.2672,-0.1719,-0.0193,0.0634,0.0634,0.0000,-0.3869,1.2672,0.0000,1.2672,0.0000
-0.4384,1.1685,-0.1844,-0.0219,0.0584,0.0584,0.0000,-0.4384,1.1685,0.0000,1.1685,-0.1844
-0.4679,1.0164,-0.1960,-0.0234,0.0508,0.0508,0.0000,-0.4679,1.0164,0.0000,1.0164,-0.1960
-0.4176,1.0156,-0.2110,-0.0209,0.0508,0.0508,0.0000,0.0000,1.0156,0.0000,1.0156,-0.2110
-0.2710,0.9517,-0.2977,-0.0135,0.0476,0.0476,0.0000,-0.2710,0.9517,0.0000,0.9517,-0.2977
-0.1925,0.7762,-0.2988,-0.0096,0.0388,0.0388,0.0000,0.0000,0.7762,0.0000,0.7762,-0.2988
-0.1702,0.6571,-0.2939,-0.0085,0.0329,0.0329,0.0000,-0.1702,0.6571,0.0000,0.6571,0.0000
-0.1114,0.6824,-0.3151,-0.0056,0.0341,0.0341,0.0000,0.0000,0.6824,0.0000,0.6824,-0.3151
-0.1141,0.7341,-0.2983,-0.0057,0.0367,0.0367,0.0000,-0.1141,0.7341,0.0000,0.7341,0.0000
