x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
-0.0146,1.0211,0.1693,-0.0001,0.0102,0.0102,0.1693,0.0000,1.0211,0.0000,1.0211,0.0000
-0.0178,1.0366,0.1840,-0.0002,0.0104,0.0104,0.1840,-0.0178,1.0366,0.0000,1.0366,0.0000
-0.0280,1.0239,0.1781,-0.0003,0.0102,0.0102,0.1781,-0.0280,1.0239,0.0000,1.0239,0.0000
-0.0228,1.0092,0.1588,-0.0002,0.0101,0.0101,0.1588,0.0000,1.0092,0.0000,1.0092,0.0000
-0.0269,1.0072,0.1546,-0.0003,0.0101,0.0101,0.1546,-0.0269,1.0072,0.0000,1.0072,0.0000
-0.0261,1.0173,0.1552,-0.0003,0.0102,0.0102,0.1552,0.0000,1.0173,0.0000,1.0173,0.0000
-0.0191,1.0240,0.1568,-0.0002,0.0102,0.0102,0.1568,-0.0191,1.0240,0.0000,1.0240,0.0000
-0.0058,0.9934,0.1512,-0.0001,0.0099,0.0099,0.1512,0.0000,0.9934,0.0000,0.9934,0.0000
0.0056,0.9808,0.1588,0.0001,0.0098,0.0098,0.1588,0.0000,0.9808,0.0000,0.9808,0.0000
0.0086,0.9694,0.1716,0.0001,0.0097,0.0097,0.1716,0.0000,0.9694,0.0000,0.9694,0.0000
0.0183,0.9890,0.1829,0.0002,0.0099,0.0099,0.1829,0.0000,0.9890,0.0000,0.9890,0.0000
0.0195,0.9775,0.1730,0.0002,0.0098,0.0098,0.1730,0.0000,0.9775,0.0000,0.9775,0.0000
0.0169,0.9760,0.1539,0.0002,0.0098,0.0098,0.1539,0.0000,0.9760,0.0000,0.9760,0.0000
0.0247,0.9386,0.1350,0.0002,0.0094,0.0094,0.1350,0.0000,0.9386,0.0000,0.9386,0.0000
0.0392,0.9685,0.1452,0.0004,0.0097,0.0097,0.1452,0.0000,0.9685,0.0000,0.9685,0.0000
0.0224,0.9794,0.1486,0.0002,0.0098,0.0098,0.1486,0.0000,0.9794,0.0000,0.9794,0.0000
0.0015,0.9961,0.1781,0.0000,0.0100,0.0100,0.1781,0.0000,0.9961,0.0000,0.9961,0.0000
-0.0090,0.9709,0.1840,-0.0001,0.0097,0.0097,0.1840,-0.0090,0.9709,0.0000,0.9709,0.0000
-0.0014,0.9713,0.1826,-0.0000,0.0097,0.0097,0.1826,0.0000,0.9713,0.0000,0.9713,0.0000
0.0049,1.0084,0.2052,0.0000,0.0101,0.0101,0.2052,0.0000,1.0084,0.0000,1.0084,0.0000
-0.0005,1.0065,0.2036,-0.0000,0.0101,0.0101,0.2036,-0.0005,1.0065,0.0000,1.0065,0.0000
-0.0030,1.0125,0.1900,-0.0000,0.0101,0.0101,0.1900,-0.0030,1.0125,0.0000,1.0125,0.0000
-0.0218,1.0227,0.1623,-0.0002,0.0102,0.0102,0.1623,-0.0218,1.0227,0.0000,1.0227,0.0000
-0.0433,0.9819,0.1412,-0.0004,0.0098,0.0098,0.1412,-0.0433,0.9819,0.0000,0.9819,0.0000
-0.0390,0.9873,0.1530,-0.0004,0.0099,0.0099,0.1530,0.0000,0.9873,0.0000,0.9873,0.0000
-0.0306,0.9968,0.1801,-0.0003,0.0100,0.0100,0.1801,-0.0306,0.9968,0.0000,0.9968,0.0000
-0.0294,0.9879,0.1884,-0.0003,0.0099,0.0099,0.1884,0.0000,0.9879,0.0000,0.9879,0.0000
-0.0220,1.0005,0.1872,-0.0002,0.0100,0.0100,0.1872,-0.0220,1.0005,0.0000,1.0005,0.0000
-0.0140,1.0134,0.1860,-0.0001,0.0101,0.0101,0.1860,0.0000,1.0134,0.0000,1.0134,0.0000
-0.0063,1.0240,0.1748,-0.0001,0.0102,0.0102,0.1748,-0.0063,1.0240,0.0000,1.0240,0.0000
-0.0081,0.9878,0.1601,-0.0001,0.0099,0.0099,0.1601,-0.0081,0.9878,0.0000,0.9878,0.0000
0.0001,0.9802,0.1657,0.0000,0.0098,0.0098,0.1657,0.0000,0.9802,0.0000,0.9802,0.0000
-0.0010,1.0090,0.1911,-0.0000,0.0101,0.0101,0.1911,-0.0010,1.0090,0.0000,1.0090,0.0000
0.0010,1.0145,0.1968,0.0000,0.0101,0.0101,0.1968,0.0000,1.0145,0.0000,1.0145,0.0000
0.0023,1.0211,0.2058,0.0000,0.0102,0.0102,0.2058,0.0000,1.0211,0.0000,1.0211,0.0000
-0.0004,1.0316,0.2117,-0.0000,0.0103,0.0103,0.2117,-0.0004,1.0316,0.0000,1.0316,0.0000
-0.0005,1.0447,0.2237,-0.0000,0.0104,0.0104,0.2237,-0.0005,1.0447,0.0000,1.0447,0.0000
-0.0015,1.0352,0.2169,-0.0000,0.0104,0.0104,0.2169,-0.0015,1.0352,0.0000,1.0352,0.0000
0.0010,1.0380,0.2146,0.0000,0.0104,0.0104,0.2146,0.0000,1.0380,0.0000,1.0380,0.0000
0.0172,1.0247,0.1933,0.0002,0.0102,0.0102,0.1933,0.0000,1.0247,0.0000,1.0247,0.0000
0.0287,1.0165,0.1799,0.0003,0.0102,0.0102,0.1799,0.0000,1.0165,0.0000,1.0165,0.0000
0.0425,0.9796,0.1634,0.0004,0.0098,0.0098,0.1634,0.0000,0.9796,0.0000,0.9796,0.0000
0.0566,0.9854,0.1647,0.0006,0.0099,0.0099,0.1647,0.0000,0.9854,0.0000,0.9854,0.0000
0.0533,0.9647,0.1594,0.0005,0.0096,0.0096,0.1594,0.0000,0.9647,0.0000,0.9647,0.0000
0.0587,0.9683,0.1584,0.0006,0.0097,0.0097,0.1584,0.0000,0.9683,0.0000,0.9683,0.0000
0.0356,0.9891,0.1496,0.0004,0.0099,0.0099,0.1496,0.0000,0.9891,0.0000,0.9891,0.0000
0.0391,1.0044,0.1304,0.0004,0.0100,0.0100,0.1304,0.0000,1.0044,0.0000,1.0044,0.0000
0.0257,1.0365,0.1254,0.0003,0.0104,0.0104,0.1254,0.0000,1.0365,0.0000,1.0365,0.0000
0.0119,1.0486,0.1252,0.0001,0.0105,0.0105,0.1252,0.0000,1.0486,0.0000,1.0486,0.0000
-0.0147,1.0685,0.1415,-0.0001,0.0107,0.0107,0.1415,-0.0147,1.0685,0.0000,1.0685,0.0000
-0.0413,1.0791,0.1594,-0.0004,0.0108,0.0108,0.1594,-0.0413,1.0791,0.0000,1.0791,0.0000
-0.0532,1.0480,0.1740,-0.0005,0.0105,0.0105,0.1740,-0.0532,1.0480,0.0000,1.0480,0.0000
-0.0621,1.0111,0.1889,-0.0006,0.0101,0.0101,0.1889,-0.0621,1.0111,0.0000,1.0111,0.0000
-0.0515,0.9951,0.1984,-0.0005,0.0100,0.0100,0.1984,0.0000,0.9951,0.0000,0.9951,0.0000
-0.0590,0.9751,0.1949,-0.0006,0.0098,0.0098,0.1949,-0.0590,0.9751,0.0000,0.9751,0.0000
-0.0582,0.9673,0.1954,-0.0006,0.0097,0.0097,0.1954,0.0000,0.9673,0.0000,0.9673,0.0000
-0.0696,0.9486,0.1978,-0.0007,0.0095,0.0095,0.1978,-0.0696,0.9486,0.0000,0.9486,0.0000
-0.0726,0.9364,0.1879,-0.0007,0.0094,0.0094,0.1879,-0.0726,0.9364,0.0000,0.9364,0.0000
-0.0706,0.9421,0.1964,-0.0007,0.0094,0.0094,0.1964,0.0000,0.9421,0.0000,0.9421,0.0000
-0.0595,0.9413,0.1763,-0.0006,0.0094,0.0094,0.1763,-0.0595,0.9413,0.0000,0.9413,0.0000
-0.0548,0.9539,0.1772,-0.0005,0.0095,0.0095,0.1772,0.0000,0.9539,0.0000,0.9539,0.0000
-0.0569,0.9535,0.1801,-0.0006,0.0095,0.0095,0.1801,-0.0569,0.9535,0.0000,0.9535,0.0000
-0.0495,0.9626,0.1743,-0.0005,0.0096,0.0096,0.1743,0.0000,0.9626,0.0000,0.9626,0.0000
-0.0593,0.9739,0.1702,-0.0006,0.0097,0.0097,0.1702,-0.0593,0.9739,0.0000,0.9739,0.0000
-0.0651,0.9856,0.1732,-0.0007,0.0099,0.0099,0.1732,-0.0651,0.9856,0.0000,0.9856,0.0000
-0.0605,0.9770,0.1727,-0.0006,0.0098,0.0098,0.1727,0.0000,0.9770,0.0000,0.9770,0.0000
-0.0530,0.9828,0.1739,-0.0005,0.0098,0.0098,0.1739,-0.0530,0.9828,0.0000,0.9828,0.0000
-0.0441,0.9763,0.1821,-0.0004,0.0098,0.0098,0.1821,0.0000,0.9763,0.0000,0.9763,0.0000
-0.0360,0.9874,0.1840,-0.0004,0.0099,0.0099,0.1840,-0.0360,0.9874,0.0000,0.9874,0.0000
-0.0340,1.0050,0.1843,-0.0003,0.0101,0.0101,0.1843,0.0000,1.0050,0.0000,1.0050,0.0000
-0.0351,1.0176,0.1577,-0.0004,0.0102,0.0102,0.1577,-0.0351,1.0176,0.0000,1.0176,0.0000
-0.0316,1.0225,0.1517,-0.0003,0.0102,0.0102,0.1517,0.0000,1.0225,0.0000,1.0225,0.0000
-0.0186,1.0275,0.1401,-0.0002,0.0103,0.0103,0.1401,-0.0186,1.0275,0.0000,1.0275,0.0000
0.0029,1.0396,0.1319,0.0000,0.0104,0.0104,0.1319,0.0000,1.0396,0.0000,1.0396,0.0000
0.0341,1.0607,0.1170,0.0003,0.0106,0.0106,0.1170,0.0000,1.0607,0.0000,1.0607,0.0000
0.0623,1.0599,0.1070,0.0006,0.0106,0.0106,0.1070,0.0000,1.0599,0.0000,1.0599,0.0000
0.0729,1.0338,0.1225,0.0007,0.0103,0.0103,0.1225,0.0000,1.0338,0.0000,1.0338,0.0000
0.0826,1.0187,0.1345,0.0008,0.0102,0.0102,0.1345,0.0000,1.0187,0.0000,1.0187,0.0000
0.0856,1.0173,0.1391,0.0009,0.0102,0.0102,0.1391,0.0000,1.0173,0.0000,1.0173,0.0000
0.0914,1.0071,0.1519,0.0009,0.0101,0.0101,0.1519,0.0000,1.0071,0.0000,1.0071,0.0000
0.0954,0.9717,0.1885,0.0010,0.0097,0.0097,0.1885,0.0000,0.9717,0.0000,0.9717,0.0000
